date,CDOM,Chl_a,Color,Cya,DOC,Turb,WQI
02-01-2025,8.22395835308271,71.5004552752201,39.654323532281005,2.4179763820409543,17.70061940123202,11.880043557809632,-0.5416554430007722
22-01-2025,12.646579464723644,22235.63913604499,77.132939220104,3.667139424836497,24.59622677122158,72.02784716289705,-1.557286256135327
01-02-2025,6.973492189669799,293.41244314265776,30.72870690351711,1.9844802343955663,15.603661350871244,19.75366171584721,-0.7532022600951626
08-03-2025,3.8540953578770805,4610.324796731943,12.285331287044059,0.5666846749549019,9.916197008135867,46.209779883083534,-1.1012974616503164
20-03-2025,3.4561954150071554,929.321820380476,10.380545064536712,0.18306703945052846,9.123586191773118,28.640350939320086,-0.8936823983055051
28-03-2025,2.596741898695389,742.225250375977,6.671827070591774,0.31714255635467525,7.332251574723396,26.697594630833635,-0.9392740920293822
12-04-2025,4.781347798489872,160.18495442498687,17.145201940177177,0.11100033430409573,11.6929512761443,16.030819897538578,-0.8165719678428466
19-04-2025,5.9900908273289195,5.014604369496392,24.292778114993286,0.07938078838705577,13.891727307163777,2.917389182341421,-0.6397296679628941
02-05-2025,30.777803295262675,3.0992352567844694,305.0941400868173,346.697304400965,48.5478172718504,1.8473349170364761,-0.0419009531001366
07-05-2025,17.138791725875066,0.019965275232977236,123.40501417378364,0.08939231792984274,31.030488354940488,-4.100710997617568,0.09648103367237668
19-05-2025,18.890457009983876,26.52734541294147,143.44104452085116,0.3724767171985385,33.42707127629458,7.815169879097017,-0.5011524618137909
27-05-2025,22.32075859701193,1.2808013969797538,185.6573157844695,0.13681938955364326,37.97513502714411,0.1923727554529071,-0.4628106297142524
06-06-2025,17.491777349812534,10.261762992443948,127.35656947761018,0.46934239512560116,31.517904819587557,4.772414735099706,-0.4405828293951794
08-06-2025,54.21006442494382,2.0272502878499226,732.0226633249611,0.3562246960944276,74.83717901310777,1.0060204181013521,-0.11948612539776439
11-06-2025,44.20051050081254,0.12091858454119468,533.9011938555351,0.3576136101912174,64.02388336953132,-2.773961492950636,0.17006603745259338
16-06-2025,33.550070646774785,1.308589370838728,348.6128371431115,0.6344322087133941,51.85669977330929,0.2283291126352065,-0.032699372735522744
18-06-2025,84.31912825451786,0.6247141267563124,1449.2160426671592,0.0005422933460662513,104.90224886599168,-0.9041326955528035,0.028666823554698722
21-06-2025,30.542233361441344,552.3067675368721,301.4913654729483,6.012857577819236,48.26348588327283,24.306417555544268,-0.716271530704546
26-06-2025,35.45050450757221,1.8058310169225578,379.61151428592194,0.45740702952111373,54.08772350647483,0.7920645455680599,-0.039563387248978045
28-06-2025,15.760927710889488,2.035523596230178,108.40719557372896,1.5549569006544777,29.104613005031105,1.013669574109426,-0.35705575245839416
01-07-2025,14.879004792993749,24.198600769170486,99.17313193277043,3.3387327925584156,27.851152188123415,7.4877362812440955,-0.35101074328370274
06-07-2025,36.560506808025664,2.1361078201269486,398.1447498778369,1.0655717977896868,55.37774456220486,1.1048601352183942,0.11443976727172708
08-07-2025,17.932914321690912,0.021199188459003076,132.35645990738473,0.05153213443252438,32.12380198951976,-4.065600584696055,0.19804832558249097
11-07-2025,51.11810921624934,0.0012175812070900109,668.4849936903961,0.025085543921985854,71.5514759732129,-5.26440671456888,0.3406577737804253
16-07-2025,18.786448630729915,0.033244725354057245,142.22184167139955,0.5635078802808856,33.286276451335546,-3.7844131247009685,0.4305585935980186
