date,CDOM,Chl_a,Color,Cya,DOC,Turb,WQI
02-01-2025,9.894725717457556,27.34338293029547,52.78076914294436,156.77092800730216,20.388989390807694,7.924828209753353,0.014884979020164002
22-01-2025,20.15404127350882,533.4141322000756,158.54354836292453,290.90505933498764,35.12335278423111,24.036443016117833,-0.8469388472697519
01-02-2025,12.065089536166553,259.97391640799253,71.71899539597283,230.1853192909102,23.726849259518435,18.962989055140074,-0.3074206672680225
08-03-2025,7.416376074220177,163.6680857813904,33.79780816104929,211.49493458645935,16.35575034140839,16.153566645053033,-0.3901345456285847
20-03-2025,3.5327753412507876,64.25757270387858,10.738293855744896,104.47654725389657,9.277734346919322,11.391437570962136,0.23571422631871122
28-03-2025,7.526193232091525,93.22702677090987,34.57467391563353,288.4925304328407,16.54058186639744,13.152789035029055,-0.11053989991897253
12-04-2025,6.554987134081123,120.7895852641521,27.92467608656396,194.02821509057875,14.882564871127567,14.480685339524552,-0.049095567934898485
19-04-2025,6.266616429647876,119.12230536094124,26.048324864354168,293.36393285348845,14.37938542429635,14.407188544248491,-0.16216227441068987
02-05-2025,7.588834660208048,4.26,35.02059658310087,388.2145701082478,16.645727947761653,2.54,0.39350180715803995
07-05-2025,5.301890162562937,327.474844109914,20.11551048763195,325.7343837184587,12.654221392623658,20.492698806598714,-1.0826444839151876
19-05-2025,2.2784687517481426,206.90862088192057,5.450669028083761,171.40418203409175,6.634747394385628,17.535658087721913,-0.6203963518332488
27-05-2025,6.036982685919699,380.03126466006415,24.587422372807143,441.78089486198354,13.9747891333063,21.527678948384892,-1.6395348585364375
06-06-2025,4.361440879218115,314.8353537465859,14.87382791508792,331.8389938433342,10.899456218194612,20.225472067391106,-1.0697674330458922
08-06-2025,4.91914557140787,53.066429185041464,17.915137647980885,210.36225005866422,11.949717210947242,10.548477401537692,-0.34146345156940733
11-06-2025,5.930458586332267,42.73227898754624,23.91989594026442,190.67662903296693,13.785876238794943,9.642465188246273,-0.3400287365798018
16-06-2025,4.892569008375845,50.48513213889456,17.76571437981521,324.4944019242939,11.900328922899462,10.33545067998,-0.41213057564537464
18-06-2025,14.634360363245502,5.358784896341113,96.66340156544071,954.311073159434,27.500375483552283,3.0755323490374904,0.07344634433083244
21-06-2025,2.5236038959303384,27.50759591750715,6.383541789471355,242.38285578612164,7.173840006995413,7.94659900893341,-0.14905943962465892
26-06-2025,5.281324107666852,57.17349528232914,19.995000949259346,385.58035663695915,12.616677895526927,10.872009180512606,-0.5905511383731965
28-06-2025,5.53317366374231,18.60427230103307,21.488238591684546,306.41121974939165,13.074108544910516,6.591938648788482,0.1435832397158915
